"country","year","sex","age","suicide_100_population","gdp","generation"
"Mauritius",1985,"male","25-34 years",21.47,1223,"Boomers"
"Mauritius",1985,"male","35-54 years",20.11,1223,"Silent"
"Mauritius",1985,"male","55-74 years",19.87,1223,"G.I. Generation"
"Mauritius",1985,"male","15-24 years",19.2,1223,"Generation X"
"Mauritius",1985,"female","15-24 years",16.93,1223,"Generation X"
"Mauritius",1985,"female","55-74 years",8.35,1223,"G.I. Generation"
"Mauritius",1985,"female","25-34 years",6.88,1223,"Boomers"
"Mauritius",1985,"female","35-54 years",6.63,1223,"Silent"
"Mauritius",1985,"male","5-14 years",0.96,1223,"Generation X"
"Mauritius",1985,"female","5-14 years",0,1223,"Generation X"
"Mauritius",1985,"male","75+ years",0,1223,"G.I. Generation"
"Mauritius",1986,"male","25-34 years",7.88,1636,"Boomers"
"Mauritius",1986,"male","35-54 years",7.38,1636,"Silent"
"Mauritius",1986,"female","15-24 years",5.74,1636,"Generation X"
"Mauritius",1986,"male","15-24 years",4.62,1636,"Generation X"
"Mauritius",1986,"female","25-34 years",2.26,1636,"Boomers"
"Mauritius",1986,"male","55-74 years",2.19,1636,"G.I. Generation"
"Mauritius",1986,"female","35-54 years",0,1636,"Silent"
"Mauritius",1986,"female","5-14 years",0,1636,"Generation X"
"Mauritius",1986,"female","55-74 years",0,1636,"G.I. Generation"
"Mauritius",1986,"female","75+ years",0,1636,"G.I. Generation"
"Mauritius",1986,"male","5-14 years",0,1636,"Generation X"
"Mauritius",1986,"male","75+ years",0,1636,"G.I. Generation"
"Mauritius",1987,"male","35-54 years",36.66,2073,"Silent"
"Mauritius",1987,"female","15-24 years",27.45,2073,"Generation X"
"Mauritius",1987,"male","25-34 years",23,2073,"Boomers"
"Mauritius",1987,"male","15-24 years",22.86,2073,"Generation X"
"Mauritius",1987,"female","75+ years",22.22,2073,"G.I. Generation"
"Mauritius",1987,"male","55-74 years",13.1,2073,"G.I. Generation"
"Mauritius",1987,"female","25-34 years",10.76,2073,"Boomers"
"Mauritius",1987,"female","55-74 years",6.06,2073,"G.I. Generation"
"Mauritius",1987,"female","35-54 years",5.98,2073,"Silent"
"Mauritius",1987,"female","5-14 years",3.85,2073,"Generation X"
"Mauritius",1987,"male","5-14 years",0,2073,"Generation X"
"Mauritius",1987,"male","75+ years",0,2073,"G.I. Generation"
"Mauritius",1988,"male","75+ years",62.5,2317,"G.I. Generation"
"Mauritius",1988,"male","35-54 years",43.31,2317,"Silent"
"Mauritius",1988,"male","55-74 years",29.91,2317,"G.I. Generation"
"Mauritius",1988,"male","25-34 years",29.44,2317,"Boomers"
"Mauritius",1988,"female","15-24 years",21.17,2317,"Generation X"
"Mauritius",1988,"male","15-24 years",20.59,2317,"Generation X"
"Mauritius",1988,"female","25-34 years",20,2317,"Boomers"
"Mauritius",1988,"female","35-54 years",10.37,2317,"Silent"
"Mauritius",1988,"female","55-74 years",6.01,2317,"G.I. Generation"
"Mauritius",1988,"female","5-14 years",1.9,2317,"Generation X"
"Mauritius",1988,"male","5-14 years",0.91,2317,"Generation X"
"Mauritius",1988,"female","75+ years",0,2317,"G.I. Generation"
"Mauritius",1989,"male","25-34 years",42.31,2349,"Boomers"
"Mauritius",1989,"male","75+ years",38.46,2349,"G.I. Generation"
"Mauritius",1989,"male","35-54 years",35.78,2349,"Silent"
"Mauritius",1989,"female","75+ years",19.61,2349,"G.I. Generation"
"Mauritius",1989,"male","15-24 years",18.92,2349,"Generation X"
"Mauritius",1989,"male","55-74 years",16.84,2349,"G.I. Generation"
"Mauritius",1989,"female","15-24 years",11.24,2349,"Generation X"
"Mauritius",1989,"female","55-74 years",9.82,2349,"G.I. Generation"
"Mauritius",1989,"female","25-34 years",9.33,2349,"Boomers"
"Mauritius",1989,"female","5-14 years",4.78,2349,"Generation X"
"Mauritius",1989,"female","35-54 years",4.55,2349,"Silent"
"Mauritius",1989,"male","5-14 years",0,2349,"Generation X"
"Mauritius",1990,"male","35-54 years",30.61,2820,"Silent"
"Mauritius",1990,"male","55-74 years",26.69,2820,"G.I. Generation"
"Mauritius",1990,"male","25-34 years",26.5,2820,"Boomers"
"Mauritius",1990,"female","15-24 years",24.11,2820,"Generation X"
"Mauritius",1990,"female","25-34 years",18.54,2820,"Boomers"
"Mauritius",1990,"male","15-24 years",18.27,2820,"Generation X"
"Mauritius",1990,"female","55-74 years",7.72,2820,"G.I. Generation"
"Mauritius",1990,"female","35-54 years",6.92,2820,"Silent"
"Mauritius",1990,"female","5-14 years",2.9,2820,"Generation X"
"Mauritius",1990,"male","5-14 years",0.92,2820,"Generation X"
"Mauritius",1990,"female","75+ years",0,2820,"G.I. Generation"
"Mauritius",1990,"male","75+ years",0,2820,"G.I. Generation"
"Mauritius",1991,"male","75+ years",47.62,3045,"G.I. Generation"
"Mauritius",1991,"male","25-34 years",36.85,3045,"Boomers"
"Mauritius",1991,"male","55-74 years",25.32,3045,"Silent"
"Mauritius",1991,"male","35-54 years",23.81,3045,"Boomers"
"Mauritius",1991,"female","15-24 years",16.08,3045,"Generation X"
"Mauritius",1991,"male","15-24 years",15.59,3045,"Generation X"
"Mauritius",1991,"female","25-34 years",11.33,3045,"Boomers"
"Mauritius",1991,"female","55-74 years",9.33,3045,"Silent"
"Mauritius",1991,"female","35-54 years",7.89,3045,"Boomers"
"Mauritius",1991,"female","5-14 years",2.97,3045,"Millenials"
"Mauritius",1991,"female","75+ years",0,3045,"G.I. Generation"
"Mauritius",1991,"male","5-14 years",0,3045,"Millenials"
"Mauritius",1992,"male","75+ years",45.45,3400,"G.I. Generation"
"Mauritius",1992,"male","35-54 years",39.56,3400,"Boomers"
"Mauritius",1992,"male","25-34 years",23.67,3400,"Boomers"
"Mauritius",1992,"male","15-24 years",17.56,3400,"Generation X"
"Mauritius",1992,"male","55-74 years",16.67,3400,"Silent"
"Mauritius",1992,"female","15-24 years",13.95,3400,"Generation X"
"Mauritius",1992,"female","35-54 years",11.81,3400,"Boomers"
"Mauritius",1992,"female","25-34 years",11.36,3400,"Boomers"
"Mauritius",1992,"female","75+ years",8.47,3400,"G.I. Generation"
"Mauritius",1992,"female","55-74 years",5.48,3400,"Silent"
"Mauritius",1992,"female","5-14 years",4.03,3400,"Millenials"
"Mauritius",1992,"male","5-14 years",0.98,3400,"Millenials"
"Mauritius",1993,"male","75+ years",29.41,3405,"G.I. Generation"
"Mauritius",1993,"male","25-34 years",29.27,3405,"Boomers"
"Mauritius",1993,"male","35-54 years",26.74,3405,"Boomers"
"Mauritius",1993,"male","55-74 years",26.69,3405,"Silent"
"Mauritius",1993,"female","15-24 years",17.11,3405,"Generation X"
"Mauritius",1993,"female","25-34 years",16.49,3405,"Boomers"
"Mauritius",1993,"male","15-24 years",13.33,3405,"Generation X"
"Mauritius",1993,"female","35-54 years",6.52,3405,"Boomers"
"Mauritius",1993,"female","55-74 years",5.4,3405,"Silent"
"Mauritius",1993,"female","5-14 years",2.05,3405,"Millenials"
"Mauritius",1993,"male","5-14 years",1.98,3405,"Millenials"
"Mauritius",1993,"female","75+ years",0,3405,"G.I. Generation"
"Mauritius",1994,"male","25-34 years",39.96,3658,"Boomers"
"Mauritius",1994,"male","15-24 years",25.13,3658,"Generation X"
"Mauritius",1994,"male","55-74 years",24.44,3658,"Silent"
"Mauritius",1994,"male","35-54 years",21.77,3658,"Boomers"
"Mauritius",1994,"male","75+ years",14.29,3658,"G.I. Generation"
"Mauritius",1994,"female","15-24 years",9.37,3658,"Generation X"
"Mauritius",1994,"female","25-34 years",8.24,3658,"Boomers"
"Mauritius",1994,"female","75+ years",8.06,3658,"G.I. Generation"
"Mauritius",1994,"female","35-54 years",2.35,3658,"Boomers"
"Mauritius",1994,"female","5-14 years",1.04,3658,"Millenials"
"Mauritius",1994,"female","55-74 years",0,3658,"Silent"
"Mauritius",1994,"male","5-14 years",0,3658,"Millenials"
"Mauritius",1995,"male","35-54 years",36.76,4115,"Boomers"
"Mauritius",1995,"male","25-34 years",33.43,4115,"Generation X"
"Mauritius",1995,"male","75+ years",27.78,4115,"G.I. Generation"
"Mauritius",1995,"male","55-74 years",26.05,4115,"Silent"
"Mauritius",1995,"male","15-24 years",15.84,4115,"Generation X"
"Mauritius",1995,"female","15-24 years",11.24,4115,"Generation X"
"Mauritius",1995,"female","55-74 years",10.38,4115,"Silent"
"Mauritius",1995,"female","75+ years",7.81,4115,"G.I. Generation"
"Mauritius",1995,"female","35-54 years",6.04,4115,"Boomers"
"Mauritius",1995,"female","25-34 years",4.18,4115,"Generation X"
"Mauritius",1995,"female","5-14 years",2.12,4115,"Millenials"
"Mauritius",1995,"male","5-14 years",1.02,4115,"Millenials"
"Mauritius",1996,"male","25-34 years",32.77,4444,"Generation X"
"Mauritius",1996,"male","55-74 years",31.87,4444,"Silent"
"Mauritius",1996,"male","35-54 years",29.58,4444,"Boomers"
"Mauritius",1996,"male","15-24 years",26.21,4444,"Generation X"
"Mauritius",1996,"female","25-34 years",12.64,4444,"Generation X"
"Mauritius",1996,"female","55-74 years",10.26,4444,"Silent"
"Mauritius",1996,"female","15-24 years",8,4444,"Generation X"
"Mauritius",1996,"female","75+ years",7.58,4444,"G.I. Generation"
"Mauritius",1996,"female","35-54 years",5.1,4444,"Boomers"
"Mauritius",1996,"female","5-14 years",2.13,4444,"Millenials"
"Mauritius",1996,"male","5-14 years",0,4444,"Millenials"
"Mauritius",1996,"male","75+ years",0,4444,"G.I. Generation"
"Mauritius",1997,"male","35-54 years",27.68,4139,"Boomers"
"Mauritius",1997,"male","25-34 years",27,4139,"Generation X"
"Mauritius",1997,"male","75+ years",25.64,4139,"G.I. Generation"
"Mauritius",1997,"male","55-74 years",21.74,4139,"Silent"
"Mauritius",1997,"male","15-24 years",20.04,4139,"Generation X"
"Mauritius",1997,"female","15-24 years",5.89,4139,"Generation X"
"Mauritius",1997,"female","55-74 years",5.06,4139,"Silent"
"Mauritius",1997,"female","25-34 years",4.25,4139,"Generation X"
"Mauritius",1997,"female","35-54 years",4.19,4139,"Boomers"
"Mauritius",1997,"female","5-14 years",1.06,4139,"Millenials"
"Mauritius",1997,"male","5-14 years",1.02,4139,"Millenials"
"Mauritius",1997,"female","75+ years",0,4139,"G.I. Generation"
"Mauritius",1998,"male","25-34 years",35.64,4063,"Generation X"
"Mauritius",1998,"male","35-54 years",30.52,4063,"Boomers"
"Mauritius",1998,"male","55-74 years",21.7,4063,"Silent"
"Mauritius",1998,"male","15-24 years",18.9,4063,"Generation X"
"Mauritius",1998,"female","25-34 years",17.35,4063,"Generation X"
"Mauritius",1998,"female","15-24 years",14.56,4063,"Generation X"
"Mauritius",1998,"female","75+ years",7.04,4063,"G.I. Generation"
"Mauritius",1998,"female","35-54 years",5.38,4063,"Boomers"
"Mauritius",1998,"male","5-14 years",2.02,4063,"Millenials"
"Mauritius",1998,"female","55-74 years",1.66,4063,"Silent"
"Mauritius",1998,"female","5-14 years",0,4063,"Millenials"
"Mauritius",1998,"male","75+ years",0,4063,"G.I. Generation"
"Mauritius",1999,"male","25-34 years",41.92,4117,"Generation X"
"Mauritius",1999,"male","35-54 years",36.47,4117,"Boomers"
"Mauritius",1999,"male","75+ years",34.48,4117,"G.I. Generation"
"Mauritius",1999,"female","25-34 years",18.44,4117,"Generation X"
"Mauritius",1999,"female","15-24 years",17.49,4117,"Generation X"
"Mauritius",1999,"male","15-24 years",12.31,4117,"Generation X"
"Mauritius",1999,"female","35-54 years",11.03,4117,"Boomers"
"Mauritius",1999,"male","55-74 years",9.65,4117,"Silent"
"Mauritius",1999,"female","55-74 years",3.25,4117,"Silent"
"Mauritius",1999,"male","5-14 years",1,4117,"Millenials"
"Mauritius",1999,"female","5-14 years",0,4117,"Millenials"
"Mauritius",1999,"female","75+ years",0,4117,"G.I. Generation"
"Mauritius",2000,"male","25-34 years",29.74,4339,"Generation X"
"Mauritius",2000,"male","35-54 years",24.88,4339,"Boomers"
"Mauritius",2000,"male","15-24 years",24.32,4339,"Generation X"
"Mauritius",2000,"male","55-74 years",24.03,4339,"Silent"
"Mauritius",2000,"female","15-24 years",10.77,4339,"Generation X"
"Mauritius",2000,"male","75+ years",10.27,4339,"G.I. Generation"
"Mauritius",2000,"female","25-34 years",9.58,4339,"Generation X"
"Mauritius",2000,"female","35-54 years",5.65,4339,"Boomers"
"Mauritius",2000,"female","55-74 years",1.58,4339,"Silent"
"Mauritius",2000,"female","5-14 years",0,4339,"Millenials"
"Mauritius",2000,"female","75+ years",0,4339,"G.I. Generation"
"Mauritius",2000,"male","5-14 years",0,4339,"Millenials"
"Mauritius",2001,"male","25-34 years",22.57,4244,"Generation X"
"Mauritius",2001,"male","55-74 years",21.97,4244,"Silent"
"Mauritius",2001,"male","35-54 years",19.83,4244,"Boomers"
"Mauritius",2001,"female","15-24 years",12.86,4244,"Millenials"
"Mauritius",2001,"male","75+ years",9.6,4244,"Silent"
"Mauritius",2001,"female","35-54 years",7.88,4244,"Boomers"
"Mauritius",2001,"male","15-24 years",7.83,4244,"Millenials"
"Mauritius",2001,"female","55-74 years",6.21,4244,"Silent"
"Mauritius",2001,"female","75+ years",5.75,4244,"Silent"
"Mauritius",2001,"female","25-34 years",5.35,4244,"Generation X"
"Mauritius",2001,"female","5-14 years",1.01,4244,"Millenials"
"Mauritius",2001,"male","5-14 years",0.98,4244,"Millenials"
"Mauritius",2002,"male","25-34 years",29.98,4415,"Generation X"
"Mauritius",2002,"male","35-54 years",25.29,4415,"Boomers"
"Mauritius",2002,"male","55-74 years",23.15,4415,"Silent"
"Mauritius",2002,"male","15-24 years",16.91,4415,"Millenials"
"Mauritius",2002,"female","15-24 years",11.05,4415,"Millenials"
"Mauritius",2002,"male","75+ years",9.27,4415,"Silent"
"Mauritius",2002,"female","25-34 years",6.37,4415,"Generation X"
"Mauritius",2002,"female","35-54 years",5.33,4415,"Boomers"
"Mauritius",2002,"female","55-74 years",4.55,4415,"Silent"
"Mauritius",2002,"female","5-14 years",0,4415,"Millenials"
"Mauritius",2002,"female","75+ years",0,4415,"Silent"
"Mauritius",2002,"male","5-14 years",0,4415,"Millenials"
"Mauritius",2003,"male","25-34 years",21.15,5136,"Generation X"
"Mauritius",2003,"male","55-74 years",20.66,5136,"Silent"
"Mauritius",2003,"male","35-54 years",13.82,5136,"Boomers"
"Mauritius",2003,"male","75+ years",8.94,5136,"Silent"
"Mauritius",2003,"female","15-24 years",8.18,5136,"Millenials"
"Mauritius",2003,"male","15-24 years",6.05,5136,"Millenials"
"Mauritius",2003,"female","25-34 years",5.23,5136,"Generation X"
"Mauritius",2003,"female","35-54 years",4.63,5136,"Boomers"
"Mauritius",2003,"female","55-74 years",4.38,5136,"Silent"
"Mauritius",2003,"male","5-14 years",0.98,5136,"Millenials"
"Mauritius",2003,"female","5-14 years",0,5136,"Millenials"
"Mauritius",2003,"female","75+ years",0,5136,"Silent"
"Mauritius",2004,"male","25-34 years",22.79,5789,"Generation X"
"Mauritius",2004,"male","35-54 years",19.34,5789,"Boomers"
"Mauritius",2004,"male","75+ years",17.58,5789,"Silent"
"Mauritius",2004,"male","15-24 years",11.21,5789,"Millenials"
"Mauritius",2004,"male","55-74 years",9.95,5789,"Silent"
"Mauritius",2004,"female","25-34 years",6.13,5789,"Generation X"
"Mauritius",2004,"female","15-24 years",5.2,5789,"Millenials"
"Mauritius",2004,"female","35-54 years",4.56,5789,"Boomers"
"Mauritius",2004,"female","55-74 years",4.23,5789,"Silent"
"Mauritius",2004,"female","5-14 years",0,5789,"Millenials"
"Mauritius",2004,"female","75+ years",0,5789,"Silent"
"Mauritius",2004,"male","5-14 years",0,5789,"Millenials"
"Mauritius",2005,"male","35-54 years",21.92,5641,"Boomers"
"Mauritius",2005,"male","25-34 years",18.26,5641,"Generation X"
"Mauritius",2005,"male","55-74 years",17.33,5641,"Silent"
"Mauritius",2005,"male","15-24 years",9.31,5641,"Millenials"
"Mauritius",2005,"male","75+ years",8.63,5641,"Silent"
"Mauritius",2005,"female","55-74 years",6.72,5641,"Silent"
"Mauritius",2005,"female","15-24 years",5.29,5641,"Millenials"
"Mauritius",2005,"female","75+ years",5.11,5641,"Silent"
"Mauritius",2005,"female","25-34 years",5.01,5641,"Generation X"
"Mauritius",2005,"female","35-54 years",3.94,5641,"Boomers"
"Mauritius",2005,"male","5-14 years",0.99,5641,"Millenials"
"Mauritius",2005,"female","5-14 years",0,5641,"Millenials"
"Mauritius",2006,"male","75+ years",52.64,6246,"Silent"
"Mauritius",2006,"male","35-54 years",20.77,6246,"Boomers"
"Mauritius",2006,"male","25-34 years",18.84,6246,"Generation X"
"Mauritius",2006,"male","15-24 years",17.61,6246,"Millenials"
"Mauritius",2006,"female","75+ years",15.25,6246,"Silent"
"Mauritius",2006,"male","55-74 years",14.78,6246,"Silent"
"Mauritius",2006,"female","15-24 years",9.56,6246,"Millenials"
"Mauritius",2006,"female","25-34 years",4.91,6246,"Generation X"
"Mauritius",2006,"female","35-54 years",4.49,6246,"Boomers"
"Mauritius",2006,"female","55-74 years",3.81,6246,"Silent"
"Mauritius",2006,"female","5-14 years",1.02,6246,"Millenials"
"Mauritius",2006,"male","5-14 years",0,6246,"Millenials"
"Mauritius",2007,"male","75+ years",34.83,7179,"Silent"
"Mauritius",2007,"male","25-34 years",29.35,7179,"Generation X"
"Mauritius",2007,"male","35-54 years",21.23,7179,"Boomers"
"Mauritius",2007,"male","15-24 years",16.49,7179,"Millenials"
"Mauritius",2007,"male","55-74 years",12.61,7179,"Silent"
"Mauritius",2007,"female","15-24 years",11.67,7179,"Millenials"
"Mauritius",2007,"female","25-34 years",6.8,7179,"Generation X"
"Mauritius",2007,"female","35-54 years",5.01,7179,"Boomers"
"Mauritius",2007,"female","55-74 years",2.42,7179,"Silent"
"Mauritius",2007,"female","5-14 years",1.04,7179,"Generation Z"
"Mauritius",2007,"female","75+ years",0,7179,"Silent"
"Mauritius",2007,"male","5-14 years",0,7179,"Generation Z"
"Mauritius",2008,"male","55-74 years",22.58,8716,"Silent"
"Mauritius",2008,"male","25-34 years",20.34,8716,"Generation X"
"Mauritius",2008,"male","35-54 years",12.85,8716,"Boomers"
"Mauritius",2008,"male","15-24 years",11.2,8716,"Millenials"
"Mauritius",2008,"female","55-74 years",3.46,8716,"Silent"
"Mauritius",2008,"female","25-34 years",2.88,8716,"Generation X"
"Mauritius",2008,"female","15-24 years",2.09,8716,"Millenials"
"Mauritius",2008,"female","35-54 years",1.67,8716,"Boomers"
"Mauritius",2008,"female","5-14 years",1.06,8716,"Generation Z"
"Mauritius",2008,"female","75+ years",0,8716,"Silent"
"Mauritius",2008,"male","5-14 years",0,8716,"Generation Z"
"Mauritius",2008,"male","75+ years",0,8716,"Silent"
"Mauritius",2009,"male","35-54 years",25.56,7873,"Boomers"
"Mauritius",2009,"male","25-34 years",20.18,7873,"Generation X"
"Mauritius",2009,"male","15-24 years",16.03,7873,"Millenials"
"Mauritius",2009,"male","55-74 years",9.72,7873,"Silent"
"Mauritius",2009,"male","75+ years",7.61,7873,"Silent"
"Mauritius",2009,"female","15-24 years",7.14,7873,"Millenials"
"Mauritius",2009,"female","25-34 years",5.1,7873,"Generation X"
"Mauritius",2009,"female","75+ years",4.66,7873,"Silent"
"Mauritius",2009,"female","55-74 years",4.26,7873,"Silent"
"Mauritius",2009,"female","5-14 years",3.12,7873,"Generation Z"
"Mauritius",2009,"female","35-54 years",1.68,7873,"Boomers"
"Mauritius",2009,"male","5-14 years",1.01,7873,"Generation Z"
"Mauritius",2010,"male","75+ years",31.98,8587,"Silent"
"Mauritius",2010,"male","25-34 years",17.63,8587,"Generation X"
"Mauritius",2010,"male","35-54 years",15.39,8587,"Generation X"
"Mauritius",2010,"male","15-24 years",14.96,8587,"Millenials"
"Mauritius",2010,"male","55-74 years",13.46,8587,"Silent"
"Mauritius",2010,"female","25-34 years",8.82,8587,"Generation X"
"Mauritius",2010,"female","35-54 years",4.35,8587,"Generation X"
"Mauritius",2010,"female","55-74 years",3.2,8587,"Silent"
"Mauritius",2010,"female","15-24 years",2.04,8587,"Millenials"
"Mauritius",2010,"female","5-14 years",0,8587,"Generation Z"
"Mauritius",2010,"female","75+ years",0,8587,"Silent"
"Mauritius",2010,"male","5-14 years",0,8587,"Generation Z"
"Mauritius",2011,"male","25-34 years",27.65,9817,"Millenials"
"Mauritius",2011,"male","75+ years",23.37,9817,"Silent"
"Mauritius",2011,"male","35-54 years",21.96,9817,"Generation X"
"Mauritius",2011,"male","15-24 years",12.85,9817,"Millenials"
"Mauritius",2011,"male","55-74 years",12.83,9817,"Boomers"
"Mauritius",2011,"female","15-24 years",10.1,9817,"Millenials"
"Mauritius",2011,"female","25-34 years",4.96,9817,"Millenials"
"Mauritius",2011,"female","55-74 years",3.06,9817,"Boomers"
"Mauritius",2011,"female","35-54 years",2.16,9817,"Generation X"
"Mauritius",2011,"female","5-14 years",1.1,9817,"Generation Z"
"Mauritius",2011,"female","75+ years",0,9817,"Silent"
"Mauritius",2011,"male","5-14 years",0,9817,"Generation Z"
"Mauritius",2012,"male","25-34 years",26.09,9884,"Millenials"
"Mauritius",2012,"male","35-54 years",20.21,9884,"Generation X"
"Mauritius",2012,"male","55-74 years",15.54,9884,"Boomers"
"Mauritius",2012,"male","75+ years",15.14,9884,"Silent"
"Mauritius",2012,"female","15-24 years",10.03,9884,"Millenials"
"Mauritius",2012,"male","15-24 years",8.84,9884,"Millenials"
"Mauritius",2012,"female","25-34 years",6.04,9884,"Millenials"
"Mauritius",2012,"female","75+ years",4.39,9884,"Silent"
"Mauritius",2012,"female","35-54 years",2.68,9884,"Generation X"
"Mauritius",2012,"female","5-14 years",2.25,9884,"Generation Z"
"Mauritius",2012,"female","55-74 years",1.96,9884,"Boomers"
"Mauritius",2012,"male","5-14 years",1.08,9884,"Generation Z"
"Mauritius",2013,"male","25-34 years",20.78,10572,"Millenials"
"Mauritius",2013,"male","35-54 years",18.52,10572,"Generation X"
"Mauritius",2013,"male","15-24 years",17.66,10572,"Millenials"
"Mauritius",2013,"male","75+ years",13.67,10572,"Silent"
"Mauritius",2013,"male","55-74 years",12.54,10572,"Boomers"
"Mauritius",2013,"female","15-24 years",8.48,10572,"Millenials"
"Mauritius",2013,"female","5-14 years",2.28,10572,"Generation Z"
"Mauritius",2013,"female","35-54 years",1.7,10572,"Generation X"
"Mauritius",2013,"female","25-34 years",1.11,10572,"Millenials"
"Mauritius",2013,"female","55-74 years",0.93,10572,"Boomers"
"Mauritius",2013,"female","75+ years",0,10572,"Silent"
"Mauritius",2013,"male","5-14 years",0,10572,"Generation Z"
"Mauritius",2014,"male","25-34 years",26.67,11120,"Millenials"
"Mauritius",2014,"male","15-24 years",24.91,11120,"Millenials"
"Mauritius",2014,"male","35-54 years",22.88,11120,"Generation X"
"Mauritius",2014,"female","75+ years",7.97,11120,"Silent"
"Mauritius",2014,"female","25-34 years",7.92,11120,"Millenials"
"Mauritius",2014,"male","75+ years",6.67,11120,"Silent"
"Mauritius",2014,"male","55-74 years",6.01,11120,"Boomers"
"Mauritius",2014,"female","35-54 years",3.97,11120,"Generation X"
"Mauritius",2014,"female","5-14 years",3.49,11120,"Generation Z"
"Mauritius",2014,"female","15-24 years",3.18,11120,"Millenials"
"Mauritius",2014,"female","55-74 years",1.78,11120,"Boomers"
"Mauritius",2014,"male","5-14 years",0,11120,"Generation Z"
"Mauritius",2015,"male","35-54 years",20.53,10125,"Generation X"
"Mauritius",2015,"male","25-34 years",18.11,10125,"Millenials"
"Mauritius",2015,"male","15-24 years",14.51,10125,"Millenials"
"Mauritius",2015,"male","75+ years",12.89,10125,"Silent"
"Mauritius",2015,"female","25-34 years",11.55,10125,"Millenials"
"Mauritius",2015,"male","55-74 years",8.68,10125,"Boomers"
"Mauritius",2015,"female","15-24 years",7.44,10125,"Millenials"
"Mauritius",2015,"female","55-74 years",3.44,10125,"Boomers"
"Mauritius",2015,"female","35-54 years",2.82,10125,"Generation X"
"Mauritius",2015,"female","5-14 years",0,10125,"Generation Z"
"Mauritius",2015,"female","75+ years",0,10125,"Silent"
"Mauritius",2015,"male","5-14 years",0,10125,"Generation Z"
"Mauritius",2016,"male","25-34 years",19.38,10570,"Millenials"
"Mauritius",2016,"male","75+ years",19.04,10570,"Silent"
"Mauritius",2016,"male","15-24 years",18.68,10570,"Millenials"
"Mauritius",2016,"male","35-54 years",18.28,10570,"Generation X"
"Mauritius",2016,"male","55-74 years",11.12,10570,"Boomers"
"Mauritius",2016,"female","15-24 years",4.26,10570,"Millenials"
"Mauritius",2016,"female","25-34 years",3.5,10570,"Millenials"
"Mauritius",2016,"female","35-54 years",3.38,10570,"Generation X"
"Mauritius",2016,"female","55-74 years",1.66,10570,"Boomers"
"Mauritius",2016,"female","75+ years",0,10570,"Silent"
"Mexico",1985,"male","75+ years",10.19,2730,"G.I. Generation"
"Mexico",1985,"male","55-74 years",6.22,2730,"G.I. Generation"
"Mexico",1985,"male","25-34 years",5.99,2730,"Boomers"
"Mexico",1985,"male","35-54 years",5.6,2730,"Silent"
"Mexico",1985,"male","15-24 years",4.45,2730,"Generation X"
"Mexico",1985,"female","15-24 years",1.3,2730,"Generation X"
"Mexico",1985,"female","75+ years",1.24,2730,"G.I. Generation"
"Mexico",1985,"female","25-34 years",1.08,2730,"Boomers"
"Mexico",1985,"female","35-54 years",0.9,2730,"Silent"
"Mexico",1985,"female","55-74 years",0.57,2730,"G.I. Generation"
"Mexico",1985,"male","5-14 years",0.44,2730,"Generation X"
"Mexico",1985,"female","5-14 years",0.19,2730,"Generation X"
"Mexico",1986,"male","75+ years",15.83,1873,"G.I. Generation"
"Mexico",1986,"male","55-74 years",7.38,1873,"G.I. Generation"
"Mexico",1986,"male","25-34 years",6.68,1873,"Boomers"
"Mexico",1986,"male","35-54 years",6.05,1873,"Silent"
"Mexico",1986,"male","15-24 years",4.74,1873,"Generation X"
"Mexico",1986,"female","15-24 years",1.39,1873,"Generation X"
"Mexico",1986,"female","25-34 years",1.21,1873,"Boomers"
"Mexico",1986,"female","35-54 years",0.82,1873,"Silent"
"Mexico",1986,"female","75+ years",0.69,1873,"G.I. Generation"
"Mexico",1986,"female","55-74 years",0.44,1873,"G.I. Generation"
"Mexico",1986,"male","5-14 years",0.37,1873,"Generation X"
"Mexico",1986,"female","5-14 years",0.14,1873,"Generation X"
"Mexico",1987,"male","75+ years",11.84,2064,"G.I. Generation"
"Mexico",1987,"male","25-34 years",6.75,2064,"Boomers"
"Mexico",1987,"male","55-74 years",6.68,2064,"G.I. Generation"
"Mexico",1987,"male","35-54 years",6.11,2064,"Silent"
"Mexico",1987,"male","15-24 years",4.64,2064,"Generation X"
"Mexico",1987,"female","15-24 years",1.32,2064,"Generation X"
"Mexico",1987,"female","25-34 years",1.12,2064,"Boomers"
"Mexico",1987,"female","35-54 years",1.06,2064,"Silent"
"Mexico",1987,"female","55-74 years",0.73,2064,"G.I. Generation"
"Mexico",1987,"female","75+ years",0.67,2064,"G.I. Generation"
"Mexico",1987,"male","5-14 years",0.35,2064,"Generation X"
"Mexico",1987,"female","5-14 years",0.16,2064,"Generation X"
"Mexico",1988,"male","75+ years",12.85,2630,"G.I. Generation"
"Mexico",1988,"male","55-74 years",7.37,2630,"G.I. Generation"
"Mexico",1988,"male","25-34 years",6.14,2630,"Boomers"
"Mexico",1988,"male","35-54 years",5.53,2630,"Silent"
"Mexico",1988,"male","15-24 years",4.63,2630,"Generation X"
"Mexico",1988,"female","15-24 years",1.33,2630,"Generation X"
"Mexico",1988,"female","75+ years",1.14,2630,"G.I. Generation"
"Mexico",1988,"female","25-34 years",0.99,2630,"Boomers"
"Mexico",1988,"female","35-54 years",0.91,2630,"Silent"
"Mexico",1988,"female","55-74 years",0.74,2630,"G.I. Generation"
